Author,Year,Title,Journal,Volume,Issue,StartPage,Affiliation,Keywords,NumCitations,Fraudulent,Field,Rank,hIndex_Total,hIndex_Year,Degree_Total,Degree_Year,,
"Fallman, J.L.",2004,The automaticity of race and afrocentric facial features in social judgments.,Journal of Personality and Social Psychology,87,6,763,University of Colorado,"automaticity, race, afrocentric facial features, social judgments, stereotyping, racial category, cognitive processes",85,,,,1,1,2,2,,
"Judd, C.M.",2004,The automaticity of race and afrocentric facial features in social judgments.,Journal of Personality and Social Psychology,87,6,763,University of Colorado,"automaticity, race, afrocentric facial features, social judgments, stereotyping, racial category, cognitive processes",85,,,,7,1,25,2,,
"Federico, C.M.",2004,Understanding responses to political conflict: Interactive effects of the need for closure and salient conflict schemas.,Journal of Personality and Social Psychology,87,6,750,"University of Minnesota, Twin Cities","political conflict, need for closure, conflict schemas, conflict-resolution strategies, cognitive closure",26,,,,2,1,2,1,,
"Golec, A.",2004,Understanding responses to political conflict: Interactive effects of the need for closure and salient conflict schemas.,Journal of Personality and Social Psychology,87,6,750,Warsaw School of Social Psychology and Polish Academy of Sciences,"political conflict, need for closure, conflict schemas, conflict-resolution strategies, cognitive closure",26,,,,1,1,1,1,,
"Lepper, M.R.",2004,Houses built on sand: Effects of exemplar stability on susceptibility to attitude change.,Journal of Personality and Social Psychology,87,6,733,Stanford University,"attitude-behavior consistency, attitude change, attitude representation theory, exemplar stability",11,,,,2,1,5,4,,
"Lord, C.G.",2004,Houses built on sand: Effects of exemplar stability on susceptibility to attitude change.,Journal of Personality and Social Psychology,87,6,733,Texas Christian University,"attitude-behavior consistency, attitude change, attitude representation theory, exemplar stability",11,,,,1,1,4,4,,
"Paulson, R.M.",2004,Houses built on sand: Effects of exemplar stability on susceptibility to attitude change.,Journal of Personality and Social Psychology,87,6,733,Texas Christian University,"attitude-behavior consistency, attitude change, attitude representation theory, exemplar stability",11,,,,1,1,4,4,,
"Sia, T.L.",2004,Houses built on sand: Effects of exemplar stability on susceptibility to attitude change.,Journal of Personality and Social Psychology,87,6,733,Texas Christian University,"attitude-behavior consistency, attitude change, attitude representation theory, exemplar stability",11,,,,1,1,4,4,,
"Thomas, J.C.",2004,Houses built on sand: Effects of exemplar stability on susceptibility to attitude change.,Journal of Personality and Social Psychology,87,6,733,Texas Christian University,"attitude-behavior consistency, attitude change, attitude representation theory, exemplar stability",11,,,,1,1,4,4,,
"Ashton, M.C.",2004,"A hierarchical analysis of 1,710 English personality-descriptive adjectives.|A Six-Factor Structure of Personality-Descriptive Adjectives: Solutions from Psycholexical Studies in Seven Languages.",Journal of Personality and Social Psychology,87|86,5|2,707|356,Brock University|Brock University,"English personality lexicon, adjectives, personality-trait adjectives, self ratings, hierarchical analysis, factor solutions|personality-descriptive adjectives, personality dimensions, personality structure, six-factor structure, language",71|206,,|,|,4,2,14,9,,
"Goldberg, L.R.",2004,"A hierarchical analysis of 1,710 English personality-descriptive adjectives.",Journal of Personality and Social Psychology,87,5,707,Oregon Research Institute,"English personality lexicon, adjectives, personality-trait adjectives, self ratings, hierarchical analysis, factor solutions",71,,,,1,1,2,2,,
"Lee, K.",2004,"A hierarchical analysis of 1,710 English personality-descriptive adjectives.|A Six-Factor Structure of Personality-Descriptive Adjectives: Solutions from Psycholexical Studies in Seven Languages.",Journal of Personality and Social Psychology,87|86,5|2,707|356,University of Calgary|University of Calgary,"English personality lexicon, adjectives, personality-trait adjectives, self ratings, hierarchical analysis, factor solutions|personality-descriptive adjectives, personality dimensions, personality structure, six-factor structure, language",71|206,,|,|,3,2,12,9,,
"Chawla, S.",2004,Night and day: Are siblings as different in temperament as parents say they are?.,Journal of Personality and Social Psychology,87,5,698,Boston University,"parent ratings, nontwin siblings, temperament dimensions, activity level, shyness, sibling pairs, relationship, observer ratings, parent perceptions, maternal treatment",34,,,,1,1,3,3,,
"Gagne, J.R.",2004,Night and day: Are siblings as different in temperament as parents say they are?.,Journal of Personality and Social Psychology,87,5,698,Boston University,"parent ratings, nontwin siblings, temperament dimensions, activity level, shyness, sibling pairs, relationship, observer ratings, parent perceptions, maternal treatment",34,,,,1,1,3,3,,
"Saudino, K.J.",2004,Night and day: Are siblings as different in temperament as parents say they are?.,Journal of Personality and Social Psychology,87,5,698,Boston University,"parent ratings, nontwin siblings, temperament dimensions, activity level, shyness, sibling pairs, relationship, observer ratings, parent perceptions, maternal treatment",34,,,,1,1,3,3,,
"Wertz, A.E.",2004,Night and day: Are siblings as different in temperament as parents say they are?.,Journal of Personality and Social Psychology,87,5,698,Boston University,"parent ratings, nontwin siblings, temperament dimensions, activity level, shyness, sibling pairs, relationship, observer ratings, parent perceptions, maternal treatment",34,,,,1,1,3,3,,
"Aronson, K.R.",2004,Interoceptive sensitivity and self-reports of emotional experience.,Journal of Personality and Social Psychology,87,5,684,Pennsylvania State University,"activiation feelings, deactivation feelings, experienced emotion, arousal focus, interoceptive sensitivity, heartbeat detection, language effects, self-reported emotion",63,,,,1,1,3,3,,
"Barrett, L.F.",2004,Interoceptive sensitivity and self-reports of emotional experience.|Feelings or words? Understanding the content in self-report ratings of experienced emotion.,Journal of Personality and Social Psychology,87|87,5|2,684|266,Boston College|Boston College,"activiation feelings, deactivation feelings, experienced emotion, arousal focus, interoceptive sensitivity, heartbeat detection, language effects, self-reported emotion|self-report ratings, ratings content, experienced emotion, verbal reports, valence focus, experience focus, individual differences, emotionlanguage, phenomenological experience, cognitive structure",63|179,,|,|,2,2,3,3,,
"Bliss-Moreau, E.",2004,Interoceptive sensitivity and self-reports of emotional experience.,Journal of Personality and Social Psychology,87,5,684,Boston College,"activiation feelings, deactivation feelings, experienced emotion, arousal focus, interoceptive sensitivity, heartbeat detection, language effects, self-reported emotion",63,,,,1,1,3,3,,
"Quigley, K.S.",2004,Interoceptive sensitivity and self-reports of emotional experience.,Journal of Personality and Social Psychology,87,5,684,University of Medicine and Dentistry of New Jersey,"activiation feelings, deactivation feelings, experienced emotion, arousal focus, interoceptive sensitivity, heartbeat detection, language effects, self-reported emotion",63,,,,1,1,3,3,,
"Carvallo, M.",2004,How do I love thee? Let me count the Js: Implicit egotism and interpersonal attraction.,Journal of Personality and Social Psychology,87,5,665,State University of New York at Buffalo,"implicit egotism, interpersonal attraction, similarity, similar others, attraction, automatic associations",100,,,,2,1,8,3,,
"Jones, J.T.",2004,How do I love thee? Let me count the Js: Implicit egotism and interpersonal attraction.,Journal of Personality and Social Psychology,87,5,665,West Point Academy,"implicit egotism, interpersonal attraction, similarity, similar others, attraction, automatic associations",100,,,,3,1,13,3,,
"Mirenberg, M.C.",2004,How do I love thee? Let me count the Js: Implicit egotism and interpersonal attraction.,Journal of Personality and Social Psychology,87,5,665,Columbia University,"implicit egotism, interpersonal attraction, similarity, similar others, attraction, automatic associations",100,,,,2,1,7,3,,
"Pelham, B.W.",2004,How do I love thee? Let me count the Js: Implicit egotism and interpersonal attraction.,Journal of Personality and Social Psychology,87,5,665,State University of New York at Buffalo,"implicit egotism, interpersonal attraction, similarity, similar others, attraction, automatic associations",100,,,,3,1,13,3,,
"Fischer, A.H.",2004,Put your money where your mouth is! Explaining collective action tendencies through group-based anger and group efficacy.,Journal of Personality and Social Psychology,87,5,649,University of Amsterdam,"collective action, disadvantaged groups, instrumental social support, emotional social support, group efficacy, group-based anger, emotion-focused coping, problem-focused coping",159,,,,1,1,3,3,,
"Leach, C.W.",2004,Put your money where your mouth is! Explaining collective action tendencies through group-based anger and group efficacy.,Journal of Personality and Social Psychology,87,5,649,University of California,"collective action, disadvantaged groups, instrumental social support, emotional social support, group efficacy, group-based anger, emotion-focused coping, problem-focused coping",159,,,,2,1,7,3,,
"Spears, R.",2004,Put your money where your mouth is! Explaining collective action tendencies through group-based anger and group efficacy.|Intergroup distinctiveness and differentiation: A meta-analytic integration.,Journal of Personality and Social Psychology,87|86,5|6,649|862,University of Amsterdam|University of Amsterdam,"collective action, disadvantaged groups, instrumental social support, emotional social support, group efficacy, group-based anger, emotion-focused coping, problem-focused coping|judgmental differentiation, intergroup differentiation, social identity theory, intergroup relations, reactive distinctiveness, reflectivedistinctiveness, group identification",159|140,,|,|,5,2,14,5,,
"Van Zomeren, M.",2004,Put your money where your mouth is! Explaining collective action tendencies through group-based anger and group efficacy.,Journal of Personality and Social Psychology,87,5,649,University of Amsterdam,"collective action, disadvantaged groups, instrumental social support, emotional social support, group efficacy, group-based anger, emotion-focused coping, problem-focused coping",159,,,,1,1,3,3,,
"Feeney, B.C.",2004,A secure base: Responsive support of goal strivings and exploration in adult intimate relationships.|Working models of attachment shape perceptions of social support: Evidence from experimental and observational studies.,Journal of Personality and Social Psychology,87|87,5|3,631|363,Carnegie Mellon University|Carnegie Mellon University,"relationship partner, responsive behavior, support behavior, couples, interpersonal processes, personal growth, goal strivings, goalattainment, exploratory behavior|social support, behavioral interaction, support experiences, stressful task, attachment style, couples",128|180,,|,|,5,2,7,1,,
"Johnson, J.T.",2004,Inferences about the authentic self: When do actions say more than mental states?.,Journal of Personality and Social Psychology,87,5,615,University of California,"observable actions, mental states, true self, authentic person determination, informative actions, authentic self, inference",13,,,,1,1,2,2,,
"Mitchell, E.B.",2004,Inferences about the authentic self: When do actions say more than mental states?.,Journal of Personality and Social Psychology,87,5,615,University of California,"observable actions, mental states, true self, authentic person determination, informative actions, authentic self, inference",13,,,,1,1,2,2,,
"Hewstone, M.",2004,Cognitive processes in stereotype formation: The role of correct contingency learning for biased group judgments.,Journal of Personality and Social Psychology,87,5,599,University of Oxford,"stereotype formation, cognitive processes, contingency learning, biased group judgments, group membership, simplistic reasoning, parallel distributed memory, pseudocontingencies, inference",30,,,,1,1,1,1,,
"Meiser, T.",2004,Cognitive processes in stereotype formation: The role of correct contingency learning for biased group judgments.,Journal of Personality and Social Psychology,87,5,599,University of Jena,"stereotype formation, cognitive processes, contingency learning, biased group judgments, group membership, simplistic reasoning, parallel distributed memory, pseudocontingencies, inference",30,,,,1,1,1,1,,
"Dijksterhuis, A.",2004,Think different: The merits of unconscious thought in preference development and decision making.|I Like Myself but I Don't Know Why: Enhancing Implicit Self-Esteem by Subliminal Evaluative Conditioning.,Journal of Personality and Social Psychology,87|86,5|2,586|345,University of Amsterdam|University of Amsterdam,"conscious thought, unconscious thought, preference development, alternative choices, decision time, processing capacity, complexdecisions, decision making, immediate decisons|implicit self-esteem, subliminal evaluative conditioning, self-esteem enhancement",232|183,,|,|,7,2,39,0,,
"Ames, D.R.",2004,Strategies for social inference: A similarity contingency model of projection and stereotyping in attribute prevalence estimates.|Inside the mind reader's tool kit: Projection and stereotyping in mental state inference.,Journal of Personality and Social Psychology,87|87,5|3,573|340,Columbia University|Columbia University,"social inference, social projection, individual differences, perceived similarity, false consensus, stereotyping, attitude inference, inferentialstrategies, social comparison, in-groups, out-groups|mental state inferences, mind reading, projection, stereotyping, models, social judgment",82|104,,|,|,2,2,0,0,,
"Bargh, J.A.",2004,Liking is for doing: The effects of goal pursuit on automatic evaluation.|The Projection of Implicit and Explicit Goals.,Journal of Personality and Social Psychology,87|86,5|4,557|545,Yale University|New York University,"goal pursuit, goal-relevant objects, automatic evaluation, object evaluation, behavioral intentions|implicit goals, explicit goals, projection, conscious goals, unconscious goals, learning goal, performance goal, actual goal, interpersonal consequences, predisposed goal, priming, competitive goals",250|68,,|,|,5,2,12,4,,
"Ferguson, M.J.",2004,Liking is for doing: The effects of goal pursuit on automatic evaluation.,Journal of Personality and Social Psychology,87,5,557,Cornell University,"goal pursuit, goal-relevant objects, automatic evaluation, object evaluation, behavioral intentions",250,,,,1,1,1,1,,
"O'Donnell, M.",2004,Goal and personality trait development in emerging adulthood.,Journal of Personality and Social Psychology,87,4,541,University of Illinois at Urbana-Champaign,"life goal changes, adulthood changes, Big Five personality traits, college term variations, goal importance, individual differences",58,,,,1,1,2,2,,
"Roberts, B.W.",2004,Goal and personality trait development in emerging adulthood.,Journal of Personality and Social Psychology,87,4,541,University of Illinois at Urbana-Champaign,"life goal changes, adulthood changes, Big Five personality traits, college term variations, goal importance, individual differences",58,,,,3,1,8,2,,
"Robins, R.W.",2004,Goal and personality trait development in emerging adulthood.|Do People Agree about the Causes of Behavior? A Social Relations Analysis of Behavior Ratings and Causal Attributions.,Journal of Personality and Social Psychology,87|86,4|2,541|334,University of California|University of California,"life goal changes, adulthood changes, Big Five personality traits, college term variations, goal importance, individual differences|behavior ratings, causal attributions, consistency, agreement, communication media type, interpersonal interaction, competitive group task",58|9,,|,|,5,2,10,5,,
"Ekman, P.",2004,"The relationship among expressions, labels, and descriptions of contempt.|Appearing Truthful Generalizes Across Different Deception Situations.",Journal of Personality and Social Psychology,87|86,4|3,529|486,University of California|University of California,"contempt expressions, labeling of contempt, expression of emotion, situational context|appearing truthful, deception, interrogation, nonverbal communication, facial expression",26|43,,|,|,2,2,2,2,,
"Matsumoto, D.",2004,"The relationship among expressions, labels, and descriptions of contempt.",Journal of Personality and Social Psychology,87,4,529,San Francisco State University,"contempt expressions, labeling of contempt, expression of emotion, situational context",26,,,,1,1,1,1,,
"De Dreu, C.K.W.",2004,The interpersonal effects of emotions in negotiations: A motivated information processing approach.|Social Motives and Strategic Misrepresentation in Social Decision Making.|The Interpersonal Effects of Anger and Happiness in Negotiations.,Journal of Personality and Social Psychology,87|86|86,4|3|1,510|419|57,University of Amsterdam|University of Amsterdam|University of Amsterdam,"motivated information processing, interpersonal effects, anger, happiness, computer mediated negotiations, need for cognitive closure|social motives, social decision making, strategic misrepresentation, deception, decision influence|interpersonal effects, anger, happiness, negotiation, concessions, demands, strategic choice vs social contagion hypothesis, emotional reactions, communicated emotion, fear",139|73|199,,||,||,4,3,7,5,,
"Manstead, A.S.R.",2004,The interpersonal effects of emotions in negotiations: A motivated information processing approach.|The Interpersonal Effects of Anger and Happiness in Negotiations.,Journal of Personality and Social Psychology,87|86,4|1,510|57,University of Cambridge|University of Amsterdam,"motivated information processing, interpersonal effects, anger, happiness, computer mediated negotiations, need for cognitive closure|interpersonal effects, anger, happiness, negotiation, concessions, demands, strategic choice vs social contagion hypothesis, emotional reactions, communicated emotion, fear",139|199,,|,|,2,2,4,4,,
"Van Kleef, G.A.",2004,The interpersonal effects of emotions in negotiations: A motivated information processing approach.|The Interpersonal Effects of Anger and Happiness in Negotiations.,Journal of Personality and Social Psychology,87|86,4|1,510|57,University of Amsterdam|University of Amsterdam,"motivated information processing, interpersonal effects, anger, happiness, computer mediated negotiations, need for cognitive closure|interpersonal effects, anger, happiness, negotiation, concessions, demands, strategic choice vs social contagion hypothesis, emotional reactions, communicated emotion, fear",139|199,,|,|,2,2,4,4,,
"Goodwin, S.A.",2004,Gender differences in automatic in-group bias: Why do women like women more than men like men?.,Journal of Personality and Social Psychology,87,4,494,Purdue University,"ingroup bias, women, men, cognitive balance, identity, self esteem, automatic gender attitudes, implicit attitudes",102,,,,1,1,1,1,,
"Rudman, L.A.",2004,Gender differences in automatic in-group bias: Why do women like women more than men like men?.|Reactions to counterstereotypic behavior: The role of backlash in cultural stereotype maintenance.,Journal of Personality and Social Psychology,87|87,4|2,494|157,Rutgers University|Rutgers University,"ingroup bias, women, men, cognitive balance, identity, self esteem, automatic gender attitudes, implicit attitudes|counterstereotypical behavior, social economic sanctions, backlash, rewards, sabotaged deviants, cultural stereotypes, stereotypemaintenance, undermining deviants, self-esteem, gender deviants",102|171,,|,|,3,2,4,2,,
"Todorov, A.",2004,The person reference process in spontaneous trait inferences.,Journal of Personality and Social Psychology,87,4,482,Princeton University,"spontaneous trait inferences, inference reference sources, implied traits, trait-implying behavior, face-trait pairs",51,,,,2,1,3,1,,
"Uleman, J.S.",2004,The person reference process in spontaneous trait inferences.,Journal of Personality and Social Psychology,87,4,482,New York University,"spontaneous trait inferences, inference reference sources, implied traits, trait-implying behavior, face-trait pairs",51,,,,2,1,3,1,,
"Blanton, H.",2004,From seeing to being: Subliminal social comparisons affect implicit and explicit self-evaluations.,Journal of Personality and Social Psychology,87,4,468,University of North Carolina-Chapel Hill,"self perception, subliminal exposure, self access, mood, social comparison information, explicit self-evaluation, implicit self-evaluation, perceptual needs, uncertainty, self concept",107,x,,,2,1,7,1,,
"Fiedler, K.",2004,Pseudocontingencies.,Journal of Personality and Social Psychology,87,4,453,University of Heidelberg,"pseudocontingency, contingency illusion, unwarranted inferences, bivariate contingencies, univariate distributions, heuristic alignment, target attribute presentation, cognitive processes",29,,,,1,1,1,1,,
"Freytag, P.",2004,Pseudocontingencies.,Journal of Personality and Social Psychology,87,4,453,University of Heidelberg,"pseudocontingency, contingency illusion, unwarranted inferences, bivariate contingencies, univariate distributions, heuristic alignment, target attribute presentation, cognitive processes",29,,,,1,1,1,1,,
"Hesson-McInnis, M.",2004,A dual-process model of reactions to perceived stigma.,Journal of Personality and Social Psychology,87,4,436,Illinois State University,"individual psychological reactions, perceived stigma, dual process model, associative system, rule-based system",60,,,,1,1,3,3,,
"Pryor, J.B.",2004,A dual-process model of reactions to perceived stigma.,Journal of Personality and Social Psychology,87,4,436,Illinois State University,"individual psychological reactions, perceived stigma, dual process model, associative system, rule-based system",60,,,,1,1,3,3,,
"Reeder, G.D.",2004,A dual-process model of reactions to perceived stigma.|Dispositional Attribution: Multiple Inferences About Motive-Related Traits.,Journal of Personality and Social Psychology,87|86,4|4,436|530,Illinois State University|Illinois State University,"individual psychological reactions, perceived stigma, dual process model, associative system, rule-based system|dispositional inference, multiple inference integration, target person motives, target person traits, inferred motive content, causalattributions, situational forces, helpful behavior, assumptions",60|51,,|,|,3,2,10,7,,
"Yeadon, C.",2004,A dual-process model of reactions to perceived stigma.,Journal of Personality and Social Psychology,87,4,436,Illinois State University,"individual psychological reactions, perceived stigma, dual process model, associative system, rule-based system",60,,,,1,1,3,3,,
"Jarcho, J.M.",2004,Evidence-based and intuition-based self-knowledge: An fMRI study.,Journal of Personality and Social Psychology,87,4,421,University of California,"self-knowledge, intuition-based knowledge, self descriptiveness, neural correlates, evidence-based self knowledge, effortful social cognition, propositional thought, automatic social cognition",108,,,,1,1,2,2,,
"Lieberman, M.D.",2004,Evidence-based and intuition-based self-knowledge: An fMRI study.,Journal of Personality and Social Psychology,87,4,421,University of California,"self-knowledge, intuition-based knowledge, self descriptiveness, neural correlates, evidence-based self knowledge, effortful social cognition, propositional thought, automatic social cognition",108,,,,2,1,3,2,,
"Satpute, A.B.",2004,Evidence-based and intuition-based self-knowledge: An fMRI study.,Journal of Personality and Social Psychology,87,4,421,University of California,"self-knowledge, intuition-based knowledge, self descriptiveness, neural correlates, evidence-based self knowledge, effortful social cognition, propositional thought, automatic social cognition",108,,,,1,1,2,2,,
"Gregg, A.P.",2004,Are normal narcissists psychologically healthy?: Self-esteem matters.,Journal of Personality and Social Psychology,87,3,400,University of Southampton,"psychological health, narcissism, self-esteem, sadness, depression, loneliness, well-being, couple well-being, anxiety, neuroticism",201,,,,1,1,4,4,,
"Kumashiro, M.",2004,Are normal narcissists psychologically healthy?: Self-esteem matters.,Journal of Personality and Social Psychology,87,3,400,University of North Carolina-Chapel Hill,"psychological health, narcissism, self-esteem, sadness, depression, loneliness, well-being, couple well-being, anxiety, neuroticism",201,,,,2,1,8,4,,
"Rudich, E.A.",2004,Are normal narcissists psychologically healthy?: Self-esteem matters.,Journal of Personality and Social Psychology,87,3,400,University of North Carolina-Chapel Hill,"psychological health, narcissism, self-esteem, sadness, depression, loneliness, well-being, couple well-being, anxiety, neuroticism",201,,,,1,1,4,4,,
"Rusbult, C.E.",2004,Are normal narcissists psychologically healthy?: Self-esteem matters.,Journal of Personality and Social Psychology,87,3,400,University of North Carolina-Chapel Hill,"psychological health, narcissism, self-esteem, sadness, depression, loneliness, well-being, couple well-being, anxiety, neuroticism",201,,,,4,1,13,4,,
"Sedikides, C.",2004,Are normal narcissists psychologically healthy?: Self-esteem matters.,Journal of Personality and Social Psychology,87,3,400,University of Southampton,"psychological health, narcissism, self-esteem, sadness, depression, loneliness, well-being, couple well-being, anxiety, neuroticism",201,,,,7,1,19,4,,
"Turpie, C.A.",2004,Disruptive effects of vigilance on dominant group members' treatment of outgroup members: Choking versus shining under pressure.,Journal of Personality and Social Psychology,87,3,384,University of Manitoba,"vigilance, evaluative concerns, intimacy-building behaviors, dominant group members, intergroup interaction, outgroup orientation, racial ingroup identification, prejudiced racial attitudes",64,,,,1,1,1,1,,
"Vorauer, J.D.",2004,Disruptive effects of vigilance on dominant group members' treatment of outgroup members: Choking versus shining under pressure.,Journal of Personality and Social Psychology,87,3,384,University of Manitoba,"vigilance, evaluative concerns, intimacy-building behaviors, dominant group members, intergroup interaction, outgroup orientation, racial ingroup identification, prejudiced racial attitudes",64,,,,4,1,9,1,,
"Collins, N.L.",2004,Working models of attachment shape perceptions of social support: Evidence from experimental and observational studies.,Journal of Personality and Social Psychology,87,3,363,University of California,"social support, behavioral interaction, support experiences, stressful task, attachment style, couples",180,,,,3,1,6,1,,
"Dunagan, M.S.",2004,Culture and social support: Who seeks it and why?.,Journal of Personality and Social Psychology,87,3,354,University of California,"coping behavior, social support, cross cultural differences, stress, Asians, Koreans, Asian Americans, European Americans",150,,,,1,1,5,5,,
"Jarcho, J.",2004,Culture and social support: Who seeks it and why?.,Journal of Personality and Social Psychology,87,3,354,University of California,"coping behavior, social support, cross cultural differences, stress, Asians, Koreans, Asian Americans, European Americans",150,,,,1,1,5,5,,
"Kim, H.S.",2004,Culture and social support: Who seeks it and why?.,Journal of Personality and Social Psychology,87,3,354,University of California,"coping behavior, social support, cross cultural differences, stress, Asians, Koreans, Asian Americans, European Americans",150,,,,3,1,6,5,,
"Sherman, D.K.",2004,Culture and social support: Who seeks it and why?.,Journal of Personality and Social Psychology,87,3,354,University of California,"coping behavior, social support, cross cultural differences, stress, Asians, Koreans, Asian Americans, European Americans",150,,,,3,1,15,5,,
"Takagi, K.",2004,Culture and social support: Who seeks it and why?.,Journal of Personality and Social Psychology,87,3,354,University of California,"coping behavior, social support, cross cultural differences, stress, Asians, Koreans, Asian Americans, European Americans",150,,,,1,1,5,5,,
"Taylor, S.E.",2004,Culture and social support: Who seeks it and why?.|What Makes Experiences Satisfying? The Interaction of Approach-Avoidance Motivations and Emotions in Well-Being.,Journal of Personality and Social Psychology,87|86,3|3,354|496,University of California|University of California,"coping behavior, social support, cross cultural differences, stress, Asians, Koreans, Asian Americans, European Americans|satisfaction ratings, satisfaction judgments, emotional experiences, negative affect, positive affect, motivation, well being",150|54,,|,|,4,2,17,7,,
"Epley, N.",2004,Perspective taking as egocentric anchoring and adjustment.,Journal of Personality and Social Psychology,87,3,327,Harvard University,"perspective taking, serial adjustment, egocentric anchoring, egocentric biases, time pressure, adjustment process",217,,,,4,1,12,3,,
"Gilovich, T.",2004,Perspective taking as egocentric anchoring and adjustment.,Journal of Personality and Social Psychology,87,3,327,Cornell University,"perspective taking, serial adjustment, egocentric anchoring, egocentric biases, time pressure, adjustment process",217,,,,7,1,23,3,,
"Keysar, B.",2004,Perspective taking as egocentric anchoring and adjustment.,Journal of Personality and Social Psychology,87,3,327,University of Chicago,"perspective taking, serial adjustment, egocentric anchoring, egocentric biases, time pressure, adjustment process",217,,,,1,1,3,3,,
"Van Boven, L.",2004,Perspective taking as egocentric anchoring and adjustment.,Journal of Personality and Social Psychology,87,3,327,University of Colorado,"perspective taking, serial adjustment, egocentric anchoring, egocentric biases, time pressure, adjustment process",217,,,,4,1,11,3,,
"Botti, S.",2004,The psychological pleasure and pain of choosing: When people prefer choosing at the cost of subsequent outcome satisfaction.,Journal of Personality and Social Psychology,87,3,312,University of Chicago,"personal choosing benefits, attractive alternatives, less preferred alternatives, self-predictions, outcome satisfaction, choice behavior, decision-making process, choosers, nonchoosers",61,,,,1,1,1,1,,
"Iyengar, S.S.",2004,The psychological pleasure and pain of choosing: When people prefer choosing at the cost of subsequent outcome satisfaction.,Journal of Personality and Social Psychology,87,3,312,Columbia University,"personal choosing benefits, attractive alternatives, less preferred alternatives, self-predictions, outcome satisfaction, choice behavior, decision-making process, choosers, nonchoosers",61,,,,2,1,2,1,,
"Eiser, J.R.",2004,Attitude formation through exploration: Valence asymmetries.,Journal of Personality and Social Psychology,87,3,293,University of Sheffield,"attitude formation, novel objects, exploratory behavior, demonstrated learning, generalization, valence asymmetries",105,,,,1,1,2,2,,
"Fazio, R.H.",2004,Attitude formation through exploration: Valence asymmetries.|Reducing the Influence of Extrapersonal Associations on the Implicit Association Test: Personalizing the IAT.,Journal of Personality and Social Psychology,87|86,3|5,293|653,Ohio State University|Ohio State University,"attitude formation, novel objects, exploratory behavior, demonstrated learning, generalization, valence asymmetries|Implicit Association Test, IAT, extrapersonal associations, racial prejudice, Whites, Blacks",105|252,,|,|,3,2,5,3,,
"Shook, N.J.",2004,Attitude formation through exploration: Valence asymmetries.,Journal of Personality and Social Psychology,87,3,293,Ohio State University,"attitude formation, novel objects, exploratory behavior, demonstrated learning, generalization, valence asymmetries",105,,,,1,1,2,2,,
"Allik, J.",2004,"Escapable conclusions: Toomela (2003) and the universality of trait structure.|Patterns and Universals of Mate Poaching Across 53 Nations: The Effects of Sex, Culture, and Personality on Romantically Attracting Another Person's Partner.",Journal of Personality and Social Psychology,87|86,2|4,261|560,University of Tartu|University of Tartu,"personality, trait structure, concrete thinkers, sampling, meaning structure, measurement error, five factor model, word meaning, cultural mechanism, structural differences, personality correlates|romantic attraction survey, survey results, International Sexuality Description Project, social-role hypotheses, gender differences, cultural differences, personality dispositions",18|92,,|,|,3,2,353,122,,
"McCrae, R.R.",2004,Escapable conclusions: Toomela (2003) and the universality of trait structure.,Journal of Personality and Social Psychology,87,2,261,National Institute on Aging,"personality, trait structure, concrete thinkers, sampling, meaning structure, measurement error, five factor model, word meaning, cultural mechanism, structural differences, personality correlates",18,,,,5,1,27,1,,
"Deci, E.L.",2004,"Motivating learning, performance, and persistence: The synergistic effects of intrinsic goal contents and autonomy-supportive contexts.",Journal of Personality and Social Psychology,87,2,246,University of Rochester,"learning climates, intrinsic extrinsic goals, student learning, student performance, persistence, self-determination theory, autonomy-supportive manner, text material, college students",202,,,,2,1,7,4,,
"Lens, W.",2004,"Motivating learning, performance, and persistence: The synergistic effects of intrinsic goal contents and autonomy-supportive contexts.",Journal of Personality and Social Psychology,87,2,246,University of Leuven,"learning climates, intrinsic extrinsic goals, student learning, student performance, persistence, self-determination theory, autonomy-supportive manner, text material, college students",202,,,,2,1,6,4,,
"Sheldon, K.M.",2004,"Motivating learning, performance, and persistence: The synergistic effects of intrinsic goal contents and autonomy-supportive contexts.",Journal of Personality and Social Psychology,87,2,246,"University of Missouri, Columbia","learning climates, intrinsic extrinsic goals, student learning, student performance, persistence, self-determination theory, autonomy-supportive manner, text material, college students",202,,,,4,1,14,4,,
"Simons, J.",2004,"Motivating learning, performance, and persistence: The synergistic effects of intrinsic goal contents and autonomy-supportive contexts.",Journal of Personality and Social Psychology,87,2,246,University of Leuven,"learning climates, intrinsic extrinsic goals, student learning, student performance, persistence, self-determination theory, autonomy-supportive manner, text material, college students",202,,,,1,1,4,4,,
"Vansteenkiste, M.",2004,"Motivating learning, performance, and persistence: The synergistic effects of intrinsic goal contents and autonomy-supportive contexts.",Journal of Personality and Social Psychology,87,2,246,University of Leuven,"learning climates, intrinsic extrinsic goals, student learning, student performance, persistence, self-determination theory, autonomy-supportive manner, text material, college students",202,,,,1,1,4,4,,
"Asher, E.R.",2004,What do you do when things go right? The intrapersonal and interpersonal benefits of sharing positive events.,Journal of Personality and Social Psychology,87,2,228,University of Rochester,"positive event communication, capitalization, interpersonal consequences, positive event coping, partners, marital satisfaction, close relationships, positive emotions, daily events, social bonds",292,,,,1,1,3,3,,
